Name,FromDate,ToDate,Position,Height,Weight,Born,College,URL,Shoots,DOB,Deceased
Wayne Englestad,1989,1989,F,6-8,245,"December 6, 1966","University of California, Irvine",http://basketball-reference.com/players/e/englewa01.html, Right,1966-12-06,
A.J. English,1991,1992,G,6-3,175,"July 11, 1967",Virginia Union University,http://basketball-reference.com/players/e/engliaj01.html, Right,1967-07-11,
Alex English*,1977,1991,F,6-7,190,"January 5, 1954",University of South Carolina,http://basketball-reference.com/players/e/englial01.html, Right,1954-01-05,
Claude English,1971,1971,F,6-4,185,"December 26, 1946",University of Rhode Island,http://basketball-reference.com/players/e/englicl01.html, Right,1946-12-26,
Jo Jo English,1993,1995,G,6-4,195,"February 4, 1970",University of South Carolina,http://basketball-reference.com/players/e/englijo01.html, Right,1970-02-04,
Kim English,2013,2013,G,6-6,200,"September 24, 1988",University of Missouri,http://basketball-reference.com/players/e/engliki01.html, Right,1988-09-24,
Scott English,1973,1975,F,6-6,205,"October 20, 1950",University of Texas at El Paso,http://basketball-reference.com/players/e/englisc01.html, Right,1950-10-20,
Gene Englund,1950,1950,F-C,6-5,205,"October 21, 1917",University of Wisconsin,http://basketball-reference.com/players/e/engluge01.html, Right,1917-10-21,1995-11-05
James Ennis,2015,2015,F,6-7,210,"July 1, 1990","California State University, Long Beach",http://basketball-reference.com/players/e/ennisja01.html, Right,1990-07-01,
Tyler Ennis,2015,2015,G,6-2,180,"August 24, 1994",Syracuse University,http://basketball-reference.com/players/e/ennisty01.html, Right,1994-08-24,
Ray Epps,1979,1979,F,6-6,195,"August 20, 1956",Norfolk State University,http://basketball-reference.com/players/e/eppsra01.html, Right,1956-08-20,
Semih Erden,2011,2012,C,7-0,240,"July 28, 1986", ,http://basketball-reference.com/players/e/erdense01.html, Right,1986-07-28,
Bo Erias,1958,1958,F,6-3,220,"July 30, 1932",Niagara University,http://basketball-reference.com/players/e/eriasbo01.html, Right,1932-07-30,2007-01-25
Keith Erickson,1966,1977,F-G,6-5,195,"April 19, 1944","University of California, Los Angeles",http://basketball-reference.com/players/e/erickke01.html, Right,1944-04-19,
Julius Erving*,1972,1987,F-G,6-6,200,"February 22, 1950",University of Massachusetts Amherst,http://basketball-reference.com/players/e/ervinju01.html, Right,1950-02-22,
Evan Eschmeyer,2000,2003,C,6-11,255,"May 30, 1975",Northwestern University,http://basketball-reference.com/players/e/eschmev01.html, Right,1975-05-30,
Jack Eskridge,1949,1949,C-F,6-5,200,"January 21, 1924",University of Kansas,http://basketball-reference.com/players/e/eskrija01.html, Left,1924-01-21,2013-02-11
Vincenzo Esposito,1996,1996,G,6-3,198,"January 3, 1969", ,http://basketball-reference.com/players/e/esposvi01.html, Right,1969-01-03,
Billy Evans,1970,1970,G,6-0,170,"March 3, 1947",Boston College,http://basketball-reference.com/players/e/evansbi01.html, Right,1947-03-03,
Bob Evans,1950,1950,G,6-2,175,"May 31, 1925",Butler University,http://basketball-reference.com/players/e/evansbo01.html, Right,1925-05-31,1997-09-27
Brian Evans,1997,1999,F,6-8,220,"September 13, 1973",Indiana University,http://basketball-reference.com/players/e/evansbr01.html, Left,1973-09-13,
Earl Evans,1980,1980,F,6-8,202,"November 11, 1955","University of Nevada, Las Vegas",http://basketball-reference.com/players/e/evansea01.html, Right,1955-11-11,2012-12-24
Jeremy Evans,2011,2015,F,6-9,196,"October 24, 1987",Western Kentucky University,http://basketball-reference.com/players/e/evansje01.html, Right,1987-10-24,
Maurice Evans,2002,2012,G,6-5,220,"November 8, 1978",University of Texas at Austin,http://basketball-reference.com/players/e/evansma01.html, Right,1978-11-08,
Mike Evans,1980,1988,G,6-1,170,"April 19, 1955",Kansas State University,http://basketball-reference.com/players/e/evansmi01.html, Right,1955-04-19,
Reggie Evans,2003,2015,F,6-8,245,"May 18, 1980",University of Iowa,http://basketball-reference.com/players/e/evansre01.html, Right,1980-05-18,
Tyreke Evans,2010,2015,G,6-6,220,"September 19, 1989",University of Memphis,http://basketball-reference.com/players/e/evansty01.html, Right,1989-09-19,
Daniel Ewing,2006,2007,G,6-3,185,"March 26, 1983",Duke University,http://basketball-reference.com/players/e/ewingda01.html, Right,1983-03-26,
Patrick Ewing*,1986,2002,C-F,7-0,240,"August 5, 1962",Georgetown University,http://basketball-reference.com/players/e/ewingpa01.html, Right,1962-08-05,
Patrick Ewing,2011,2011,F,6-8,235,"May 20, 1984",Georgetown University,http://basketball-reference.com/players/e/ewingpa02.html, Right,1984-05-20,
Dante Exum,2015,2015,G,6-6,190,"July 13, 1995", ,http://basketball-reference.com/players/e/exumda01.html, Right,1995-07-13,
Christian Eyenga,2011,2012,F,6-5,210,"June 22, 1989", ,http://basketball-reference.com/players/e/eyengch01.html, Right,1989-06-22,
Festus Ezeli,2013,2015,C,6-11,255,"October 21, 1989",Vanderbilt University,http://basketball-reference.com/players/e/ezelife01.html, Right,1989-10-21,
Johnny Ezersky,1948,1950,F-G,6-3,175, ,University of Rhode Island,http://basketball-reference.com/players/e/ezersjo01.html, Right,,
Joe Fabel,1947,1947,F-G,6-1,190,"September 4, 1913",University of Pittsburgh,http://basketball-reference.com/players/f/fabeljo01.html, Right,1913-09-04,
John Fairchild,1966,1970,F,6-8,205,"April 28, 1943",Brigham Young University,http://basketball-reference.com/players/f/faircjo01.html, Right,1943-04-28,
Phil Farbman,1949,1949,F,6-1,185,"April 3, 1924",City College of New York,http://basketball-reference.com/players/f/farbmph01.html, Right,1924-04-03,1996-09-15
Kenneth Faried,2012,2015,F,6-8,228,"November 19, 1989",Morehead State University,http://basketball-reference.com/players/f/farieke01.html, Right,1989-11-19,
Dick Farley,1955,1959,G-F,6-4,190,"April 13, 1932",Indiana University,http://basketball-reference.com/players/f/farledi01.html, Right,1932-04-13,1969-10-01
Jordan Farmar,2007,2015,G,6-2,180,"November 30, 1986","University of California, Los Angeles",http://basketball-reference.com/players/f/farmajo01.html, Right,1986-11-30,
Desmon Farmer,2007,2009,G,6-5,220,"October 7, 1981",University of Southern California,http://basketball-reference.com/players/f/farmede01.html, Left,1981-10-07,
Jim Farmer,1988,1994,G,6-4,190,"September 23, 1964",University of Alabama,http://basketball-reference.com/players/f/farmeji01.html, Right,1964-09-23,
Mike Farmer,1959,1966,F,6-7,210,"September 26, 1936",University of San Francisco,http://basketball-reference.com/players/f/farmemi01.html, Right,1936-09-26,
Tony Farmer,1998,2000,F,6-9,244,"January 3, 1970",University of Nebraska,http://basketball-reference.com/players/f/farmeto01.html, Right,1970-01-03,
Bob Faught,1947,1947,F,6-5,185,"September 2, 1921",University of Notre Dame,http://basketball-reference.com/players/f/faughbo01.html, Right,1921-09-02,
Vitor Faverani,2014,2014,C,6-11,260,"May 5, 1988", ,http://basketball-reference.com/players/f/favervi01.html, Right,1988-05-05,
Derrick Favors,2011,2015,F,6-10,246,"July 15, 1991",Georgia Institute of Technology,http://basketball-reference.com/players/f/favorde01.html, Right,1991-07-15,
Nick Fazekas,2008,2008,F,6-11,235,"June 17, 1985","University of Nevada, Reno",http://basketball-reference.com/players/f/fazekni01.html, Right,1985-06-17,
Dave Fedor,1963,1963,F,6-6,190,"December 10, 1940",Florida State University,http://basketball-reference.com/players/f/fedorda01.html, Right,1940-12-10,
Bob Feerick,1947,1950,F-G,6-3,190,"January 2, 1920",Santa Clara University,http://basketball-reference.com/players/f/feeribo01.html, Right,1920-01-02,1976-06-08
Butch Feher,1977,1977,G,6-4,185,"May 19, 1954",Vanderbilt University,http://basketball-reference.com/players/f/feherbu01.html, Right,1954-05-19,
Jamie Feick,1997,2001,C,6-9,255,"July 3, 1974",Michigan State University,http://basketball-reference.com/players/f/feickja01.html, Right,1974-07-03,
Ron Feiereisel,1956,1956,G,6-3,185,"August 6, 1931",DePaul University,http://basketball-reference.com/players/f/feierro01.html, Right,1931-08-06,2000-01-28
George Feigenbaum,1950,1953,G,6-1,185,"July 2, 1929",University of Kentucky,http://basketball-reference.com/players/f/feigege01.html, Right,1929-07-02,2000-12-25
Dave Feitl,1987,1992,C,6-11,235,"June 8, 1962",University of Texas at El Paso,http://basketball-reference.com/players/f/feitlda01.html, Right,1962-06-08,
Carrick Felix,2014,2014,G,6-6,201,"August 17, 1990",Arizona State University,http://basketball-reference.com/players/f/felixca01.html, Right,1990-08-17,
Noel Felix,2006,2006,F,6-9,225,"October 4, 1981","California State University, Fresno",http://basketball-reference.com/players/f/felixno01.html, Right,1981-10-04,
Ray Felix,1954,1962,C,6-11,220,"December 10, 1930",Long Island University,http://basketball-reference.com/players/f/felixra01.html, Right,1930-12-10,1991-07-28
Raymond Felton,2006,2015,G,6-1,198,"June 26, 1984",University of North Carolina,http://basketball-reference.com/players/f/feltora01.html, Right,1984-06-26,
Jake Fendley,1952,1953,G,6-0,180,"June 12, 1929",Northwestern University,http://basketball-reference.com/players/f/fendlja01.html, Right,1929-06-12,2002-08-09
Warren Fenley,1947,1947,F,6-3,190,"February 8, 1922",Manhattan College,http://basketball-reference.com/players/f/fenlewa01.html, Right,1922-02-08,2009-01-18
Desmond Ferguson,2004,2004,G-F,6-7,203,"July 22, 1977",University of Detroit Mercy,http://basketball-reference.com/players/f/fergude01.html, Right,1977-07-22,
Rudy Fernandez,2009,2012,G,6-6,185,"April 4, 1985", ,http://basketball-reference.com/players/f/fernaru01.html, Right,1985-04-04,
Eric Fernsten,1976,1984,C-F,6-10,205,"November 1, 1953",University of San Francisco,http://basketball-reference.com/players/f/fernser01.html, Right,1953-11-01,
Al Ferrari,1956,1963,G-F,6-4,190,"July 6, 1933",Michigan State University,http://basketball-reference.com/players/f/ferraal01.html, Right,1933-07-06,
Rolando Ferreira,1989,1989,C,7-1,240,"May 24, 1964",University of Houston,http://basketball-reference.com/players/f/ferrero01.html, Right,1964-05-24,
Duane Ferrell,1989,1999,F-G,6-7,209,"February 28, 1965",Georgia Institute of Technology,http://basketball-reference.com/players/f/ferredu01.html, Right,1965-02-28,
Arnie Ferrin,1949,1951,F-G,6-2,180,"July 29, 1925",University of Utah,http://basketball-reference.com/players/f/ferriar01.html, Right,1925-07-29,
Bob Ferry,1960,1969,C-F,6-8,230,"May 31, 1937",Saint Louis University,http://basketball-reference.com/players/f/ferrybo01.html, Right,1937-05-31,
Danny Ferry,1991,2003,F,6-10,230,"October 17, 1966",Duke University,http://basketball-reference.com/players/f/ferryda01.html, Right,1966-10-17,
Kyrylo Fesenko,2008,2012,C,7-1,288,"December 24, 1986", ,http://basketball-reference.com/players/f/fesenky01.html, Right,1986-12-24,
Bobby Fields,1972,1972,G,6-3,175,"October 20, 1949",La Salle University,http://basketball-reference.com/players/f/fieldbo01.html, Right,1949-10-20,
Kenny Fields,1985,1988,F-G,6-5,220,"February 9, 1962","University of California, Los Angeles",http://basketball-reference.com/players/f/fieldke01.html, Right,1962-02-09,
Landry Fields,2011,2015,F,6-7,210,"June 27, 1988",Stanford University,http://basketball-reference.com/players/f/fieldla01.html, Right,1988-06-27,
Ron Filipek,1968,1968,F,6-5,205,"February 5, 1944",Tennessee Technological University,http://basketball-reference.com/players/f/filipro01.html, Right,1944-02-05,2005-12-09
Greg Fillmore,1971,1972,C,7-1,240,"March 7, 1947",Cheyney University of Pennsylvania,http://basketball-reference.com/players/f/fillmgr01.html, Right,1947-03-07,
Larry Finch,1974,1975,G,6-2,185,"February 16, 1951",University of Memphis,http://basketball-reference.com/players/f/finchla01.html, Right,1951-02-16,2011-04-02
Hank Finkel,1967,1975,C,7-0,240,"April 20, 1942",University of Dayton,http://basketball-reference.com/players/f/finkeha01.html, Left,1942-04-20,
Michael Finley,1996,2010,G-F,6-7,215,"March 6, 1973",University of Wisconsin,http://basketball-reference.com/players/f/finlemi01.html, Right,1973-03-06,
Danny Finn,1953,1955,G,6-1,185,"May 29, 1928",St. John's University,http://basketball-reference.com/players/f/finnda01.html, Right,1928-05-29,2007-02-18
Matt Fish,1995,1997,C,6-11,235,"November 18, 1969",University of North Carolina at Wilmington,http://basketball-reference.com/players/f/fishma01.html, Left,1969-11-18,
Derek Fisher,1997,2014,G,6-1,200,"August 9, 1974",University of Arkansas at Little Rock,http://basketball-reference.com/players/f/fishede01.html, Left,1974-08-09,
Richard Fisher,1972,1972,F,6-5,215,"October 27, 1948",Colorado State University,http://basketball-reference.com/players/f/fisheri01.html, Right,1948-10-27,
Gerald Fitch,2006,2006,G,6-3,188,"August 12, 1982",University of Kentucky,http://basketball-reference.com/players/f/fitchge01.html, Right,1982-08-12,
Bob Fitzgerald,1947,1949,F-C,6-5,190,"March 14, 1923",Fordham University,http://basketball-reference.com/players/f/fitzgbo01.html, Right,1923-03-14,
Dick Fitzgerald,1947,1948,F,6-2,175,"November 18, 1920",Seton Hall University,http://basketball-reference.com/players/f/fitzgdi01.html, Right,1920-11-18,1968-04-13
Marcus Fizer,2001,2006,F,6-9,262,"August 10, 1978",Iowa State University,http://basketball-reference.com/players/f/fizerma01.html, Right,1978-08-10,
Jerry Fleishman,1947,1953,G-F,6-2,190,"February 14, 1922",New York University,http://basketball-reference.com/players/f/fleisje01.html, Left,1922-02-14,2007-07-20
Al Fleming,1978,1978,F,6-7,215,"April 5, 1954",University of Arizona,http://basketball-reference.com/players/f/flemial01.html, Right,1954-04-05,2003-05-14
Ed Fleming,1956,1960,G-F,6-3,189,"July 25, 1933",Niagara University,http://basketball-reference.com/players/f/flemied01.html, Right,1933-07-25,2002-04-10
Vern Fleming,1985,1996,G,6-5,185,"February 4, 1962",University of Georgia,http://basketball-reference.com/players/f/flemive01.html, Right,1962-02-04,
Luis Flores,2005,2005,G,6-2,200,"April 11, 1981",Manhattan College,http://basketball-reference.com/players/f/florelu01.html, Right,1981-04-11,
Bruce Flowers,1983,1983,F,6-8,225,"June 13, 1957",University of Notre Dame,http://basketball-reference.com/players/f/flowebr01.html, Right,1957-06-13,
Sleepy Floyd,1983,1995,G,6-3,170,"March 6, 1960",Georgetown University,http://basketball-reference.com/players/f/floydsl01.html, Right,1960-03-06,
Jonny Flynn,2010,2012,G,6-0,185,"February 6, 1989",Syracuse University,http://basketball-reference.com/players/f/flynnjo01.html, Right,1989-02-06,
Mike Flynn,1976,1978,G,6-2,180,"July 31, 1953",University of Kentucky,http://basketball-reference.com/players/f/flynnmi01.html, Right,1953-07-31,
Larry Fogle,1976,1976,G,6-5,205,"March 19, 1953",Canisius College,http://basketball-reference.com/players/f/foglela01.html, Right,1953-03-19,
Jack Foley,1963,1963,F,6-3,170,"April 19, 1939",College of the Holy Cross,http://basketball-reference.com/players/f/foleyja01.html, Right,1939-04-19,
Isaac Fontaine,2002,2002,G,6-4,210,"April 16, 1975",Washington State University,http://basketball-reference.com/players/f/fontais01.html, Right,1975-04-16,
Levi Fontaine,1971,1971,G,6-4,190,"November 1, 1948",University of Maryland Eastern Shore,http://basketball-reference.com/players/f/fontale01.html, Right,1948-11-01,
Jeff Foote,2012,2012,C,7-0,265,"July 14, 1987",Cornell University,http://basketball-reference.com/players/f/footeje01.html, Right,1987-07-14,
Gary Forbes,2011,2012,F,6-7,220,"February 25, 1985",University of Massachusetts Amherst,http://basketball-reference.com/players/f/forbega01.html, Right,1985-02-25,
Alphonso Ford,1994,1995,G,6-1,190,"October 31, 1971",Mississippi Valley State University,http://basketball-reference.com/players/f/fordal01.html, Right,1971-10-31,2004-09-04
Alton Ford,2002,2004,F,6-9,275,"May 29, 1981",University of Houston,http://basketball-reference.com/players/f/fordal02.html, Right,1981-05-29,
Bob Ford,1973,1973,F,6-7,228,"January 26, 1950",Purdue University,http://basketball-reference.com/players/f/fordbo01.html, Right,1950-01-26,
Chris Ford,1973,1982,G-F,6-5,190,"January 11, 1949",Villanova University,http://basketball-reference.com/players/f/fordch01.html, Right,1949-01-11,
